URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/jurisdiction,4.0.1,active,"2.16.840.1.113883.4.642.3.48",Jurisdiction ValueSet,Jurisdiction,"This value set defines a base set of codes for country, country subdivision and region    for indicating where a resource is intended to be used.             Note: The codes for countries and country subdivisions are taken from    [ISO 3166](https://www.iso.org/iso-3166-country-codes.html)    while the codes for ""supra-national"" regions are from    [UN Standard country or area codes for statistical use (M49)](http://unstats.un.org/unsd/methods/m49/m49.htm).","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","hl7.terminology.r4,Other"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/message-events,4.0.1,active,"2.16.840.1.113883.4.642.3.26",MessageEvent,MessageEvent,"One of the message events defined as part of this version of FHIR.","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/message-significance-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.188",MessageSignificanceCategory,MessageSignificanceCategory,"The impact of the content of a message.","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/messageheader-response-request,4.0.1,draft,"2.16.840.1.113883.4.642.3.924",messageheader-response-request,messageheader-response-request,"HL7-defined table of codes which identify conditions under which acknowledgments are required to be returned in response to a message.","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/publication-status,4.0.1,active,"2.16.840.1.113883.4.642.3.3",PublicationStatus,PublicationStatus,"The lifecycle status of an artifact.","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/resource-types,4.0.1,active,"2.16.840.1.113883.4.642.3.27",ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/use-context,4.0.1,draft,"2.16.840.1.113883.4.642.3.28",Context of Use ValueSet,ConformanceUseContext,"This value set defines a base set of codes that can be used to indicate that the content in a resource was developed with a focus and intent of supporting use within particular contexts.","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","SCT,hl7.terminology.r4,Other"
http://medcomfhir.dk/ig/terminology/ValueSet/medcom-message-definition-type-valueset,1.8.1,active,,MedComMessageDefinitionTypeVS,MedComMessageDefinitionTypeValueset,"MedComMessageDefinitionTypeVS for the messaging infrastructure","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","medcom.fhir.dk.terminology"
http://medcomfhir.dk/ig/terminology/ValueSet/medcom-messagedefinition-use-context-code-valueset,1.8.1,active,,MedComUseContextCodeSystemVS,UseContextCodeSystemValueset,"UseContextCodeSystemVS for the messaging infrastructure","StructureDefinition/medcom-homecareobservation-message-definition,StructureDefinition/medcom-messaging-messagedefinition,StructureDefinition/medcom-acknowledgement-message-definition,StructureDefinition/medcom-careCommunication-message-definition,StructureDefinition/medcom-messaging-messagedefinition-fhir","THO"
