Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-medcom.fhir.dk.messaging.json	8978	-	0	0	0	0	0	0	5	187	0	0	0	0	0	0	0	1	0	0	308	345	0	0	0	6	0	2
fsh-generated/resources/Bundle-eb26be85-fdb7-454d-a980-95cba6d1745b.json	3994	34	1	0	0	0	36	0	0	1784	0	0	0	0	0	0	0	0	0	0	72	122	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-3881874e-2042-4a00-aee8-23512799f512.json	1066	9	1	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	29	60	0	0	1	0	0	0
fsh-generated/resources/MessageHeader-42c01434-8feb-11ec-b909-0242ac120002.json	1079	7	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	31	59	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-cb0b2ef0-8feb-11ec-b909-0242ac120002.json	1082	11	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	30	58	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-d28b9cb4-8feb-11ec-b909-0242ac120002.json	1075	14	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	29	43	0	0	0	0	0	0
fsh-generated/resources/Organization-12ee0dde-a672-462f-820d-5efe832d73c9.json	373	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	24	38	0	0	0	0	0	0
fsh-generated/resources/Organization-74cdf292-abf3-4f5f-80ea-60a48013ff6d.json	450	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	39	0	0	0	0	0	1
fsh-generated/resources/Organization-bf839e87-4e44-4977-b38e-92b5a6f187b5.json	415	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	41	0	0	0	0	0	0
fsh-generated/resources/Organization-d7056980-a8b2-42aa-8a0e-c1fc85d1f40d.json	448	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	36	0	0	0	0	0	0
fsh-generated/resources/Patient-733cef33-3626-422b-955d-d506aaa65fe1.json	664	9	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	23	38	0	0	0	0	0	0
fsh-generated/resources/Practitioner-58c811a5-4082-44eb-9d66-ccbb112d4973.json	304	8	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	43	0	0	0	0	0	0
fsh-generated/resources/Provenance-9c284936-5454-4116-95fc-3c8eeeed2400.json	726	18	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	27	59	0	0	1	0	0	0
fsh-generated/resources/StructureDefinition-medcom-messaging-destinationUseExtension.json	1916	15	0	0	0	0	0	95	1	134	0	0	0	0	0	0	0	0	1	0	184	1876	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-medcom-messaging-message.json	3241	19	1	0	0	0	0	293	0	295	0	0	0	0	0	0	0	1	0	0	472	1314	0	0	0	9	0	2
fsh-generated/resources/StructureDefinition-medcom-messaging-messageHeader.json	7405	50	1	0	0	0	0	555	0	610	0	0	1	0	0	0	0	2	0	0	1085	1682	0	0	0	15	0	4
fsh-generated/resources/StructureDefinition-medcom-messaging-organization.json	1794	21	0	0	0	0	0	274	0	353	0	0	0	0	0	0	0	1	0	0	603	1166	0	0	0	9	0	3
fsh-generated/resources/StructureDefinition-medcom-messaging-provenance.json	6199	28	1	0	0	0	0	303	0	401	0	0	0	0	0	0	0	0	0	0	642	962	0	0	0	11	0	2
