Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-medcom.fhir.dk.core.json	12102	-	0	0	0	0	0	0	8	78	0	0	0	0	0	0	0	1	0	0	231	224	0	0	0	6	0	1
fsh-generated/resources/CareTeam-fb1d34fe-6672-11ed-9022-0242ac120002.json	335	9	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23	47	0	0	0	0	0	0
fsh-generated/resources/Encounter-6220b42d-c4fd-4c77-bae7-78e7d890dc8d.json	410	4	0	0	0	0	0	0	0	783	0	0	0	0	0	0	0	0	0	0	29	51	0	0	0	0	0	0
fsh-generated/resources/Media-cb277ee2-5d96-4762-829d-d36449b2b17f.json	27500	5	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	248	72	0	0	0	0	0	0
fsh-generated/resources/Organization-12ee0dde-a672-462f-820d-5efe832d73c9.json	348	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	35	38	0	0	0	0	0	0
fsh-generated/resources/Organization-bca68510-fe3b-4161-aba0-908a693eb54f.json	318	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	34	0	0	0	0	0	0
fsh-generated/resources/Patient-382fb8a3-6725-41e2-a615-2b1cfcfe9931.json	711	4	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	38	56	0	0	0	0	0	0
fsh-generated/resources/Patient-5b72c625-0570-4111-b272-f0351344f8b6.json	787	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	34	35	0	0	0	0	0	0
fsh-generated/resources/Patient-733cef33-3626-422b-955d-d506aaa65fe1.json	381	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	32	30	0	0	1	0	0	0
fsh-generated/resources/Patient-ded1fc9a-aa93-4162-aaec-7145a8ac951f.json	452	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	33	46	0	0	0	0	0	0
fsh-generated/resources/Practitioner-e9eacb62-666b-11ed-9022-0242ac120002.json	346	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	29	35	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-6057686e-666c-11ed-9022-0242ac120002.json	535	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	29	40	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-6ff69f1c-690d-11ed-9022-0242ac120002.json	534	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	39	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-lpr3-Identifier.json	1320	5	0	0	0	0	0	29	0	43	0	0	1	0	0	0	0	0	0	0	193	1604	0	1	0	3	0	1
fsh-generated/resources/StructureDefinition-medcom-assigned-identifier.json	1655	3	0	0	0	0	0	76	0	10	0	0	0	0	0	0	0	0	0	0	162	627	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-medcom-core-careteam.json	1097	4	1	0	0	0	0	39	0	16	0	0	0	0	0	0	0	1	0	0	248	739	0	0	0	7	0	2
fsh-generated/resources/StructureDefinition-medcom-core-contact-extension.json	2527	5	0	0	0	0	0	37	0	23	0	0	0	0	0	0	0	0	0	0	190	545	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-medcom-core-datetime-extension.json	1308	4	0	0	0	0	0	24	0	13	0	0	0	0	0	0	0	1	0	0	108	403	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-medcom-core-diagnosticreport.json	3212	6	0	0	0	0	0	8739	0	25	0	0	0	0	0	0	0	0	0	0	408	799	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-medcom-core-encounter.json	3291	5	0	0	0	0	0	74	0	39	0	0	0	0	0	0	0	3	0	0	709	1766	0	0	0	16	1	5
fsh-generated/resources/StructureDefinition-medcom-core-identifier-extension.json	1927	6	1	0	0	0	0	12	0	58	0	0	0	0	0	0	0	0	0	0	130	453	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-medcom-core-media.json	3035	7	0	0	0	0	0	20	0	17	0	0	0	0	0	0	0	0	0	0	379	805	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-medcom-core-observation.json	5430	9	0	0	0	0	0	56	0	98	0	0	0	0	0	0	0	3	0	0	1489	2646	0	0	0	32	0	2
fsh-generated/resources/StructureDefinition-medcom-core-organization.json	1140	6	0	0	0	0	0	30	0	25	0	0	0	0	0	0	0	0	0	0	448	851	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-medcom-core-patient.json	4369	6	0	0	0	0	0	65	0	28	0	0	0	0	0	0	0	2	0	0	661	1176	0	0	1	19	1	1
fsh-generated/resources/StructureDefinition-medcom-core-practitioner-extension.json	1601	4	1	0	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	113	357	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-medcom-core-practitioner.json	743	6	0	0	0	0	0	18	0	12	0	0	0	0	0	0	0	0	0	0	272	662	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-medcom-core-practitionerrole.json	2003	7	0	0	0	0	0	24	0	16	0	0	0	0	0	0	0	1	0	0	319	667	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-medcom-core-sender-extension.json	1804	8	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	115	370	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-medcom-messaging-contactpoint.json	933	5	1	0	0	0	0	6	0	9	0	0	1	0	0	0	0	0	0	0	131	409	0	0	0	2	0	0
