Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-medcom.fhir.dk.core.json	12746	-	0	0	1	0	0	0	13	64	0	0	0	0	0	0	0	1	0	0	112	114	0	0	0	7	0	1
fsh-generated/resources/ActorDefinition-ProducerActor.json	251	6	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	18	49	0	0	1	0	0	0
fsh-generated/resources/CareTeam-fb1d34fe-6672-11ed-9022-0242ac120002.json	335	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	28	0	0	0	0	0	0
fsh-generated/resources/Encounter-6220b42d-c4fd-4c77-bae7-78e7d890dc8d.json	410	4	0	0	0	0	0	0	0	1064	0	0	0	0	0	0	0	0	0	0	13	33	0	0	0	0	0	0
fsh-generated/resources/Media-cb277ee2-5d96-4762-829d-d36449b2b17f.json	27500	9	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	69	55	0	0	0	0	0	0
fsh-generated/resources/Organization-12ee0dde-a672-462f-820d-5efe832d73c9.json	348	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	22	20	0	0	0	0	0	0
fsh-generated/resources/Organization-bca68510-fe3b-4161-aba0-908a693eb54f.json	318	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0
fsh-generated/resources/Patient-382fb8a3-6725-41e2-a615-2b1cfcfe9931.json	711	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	17	0	0	0	0	0	0
fsh-generated/resources/Patient-5b72c625-0570-4111-b272-f0351344f8b6.json	787	8	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0
fsh-generated/resources/Patient-733cef33-3626-422b-955d-d506aaa65fe1.json	381	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
fsh-generated/resources/Patient-ded1fc9a-aa93-4162-aaec-7145a8ac951f.json	452	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0
fsh-generated/resources/Practitioner-e9eacb62-666b-11ed-9022-0242ac120002.json	346	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-6057686e-666c-11ed-9022-0242ac120002.json	535	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-6ff69f1c-690d-11ed-9022-0242ac120002.json	534	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	19	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-lpr3-Identifier.json	1248	4	0	20	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	64	432	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-medcom-assigned-identifier.json	1649	5	0	40	0	0	0	0	0	63	0	0	0	0	0	0	0	1	0	0	57	185	0	1	0	2	0	0
fsh-generated/resources/StructureDefinition-medcom-core-careteam.json	2988	4	0	74	0	0	0	0	1	36	0	0	0	0	0	0	0	0	0	0	134	427	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-medcom-core-contact-extension.json	2527	4	0	50	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	73	159	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-medcom-core-datetime-extension.json	1308	4	0	37	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	41	102	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-medcom-core-diagnosticreport.json	4036	5	0	76	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	180	381	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-medcom-core-encounter.json	6970	5	0	104	0	0	0	0	0	48	0	0	0	0	0	0	0	1	0	0	317	752	0	0	0	13	0	0
