Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-medcom.fhir.dk.messaging.json	11099	-	0	0	0	0	0	0	8	160	0	0	0	0	0	0	0	4	0	0	228	197	0	0	0	5	0	1
fsh-generated/resources/Bundle-eb26be85-fdb7-454d-a980-95cba6d1745b.json	4094	11	1	0	0	0	22	0	1	919	0	0	0	0	0	0	0	0	0	0	86	102	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-3881874e-2042-4a00-aee8-23512799f512.json	1042	8	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	42	65	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-42c01434-8feb-11ec-b909-0242ac120002.json	1055	7	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	43	67	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-cb0b2ef0-8feb-11ec-b909-0242ac120002.json	1058	8	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	42	64	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-d28b9cb4-8feb-11ec-b909-0242ac120002.json	1052	6	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	40	54	0	0	0	0	0	0
fsh-generated/resources/Organization-12ee0dde-a672-462f-820d-5efe832d73c9.json	373	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	41	0	0	0	0	0	0
fsh-generated/resources/Organization-42541447-b58c-4a1a-9514-02b80494bbd3.json	631	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	28	42	0	0	0	0	0	0
fsh-generated/resources/Organization-74cdf292-abf3-4f5f-80ea-60a48013ff6d.json	450	7	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	24	42	0	0	1	0	0	0
fsh-generated/resources/Organization-bf839e87-4e44-4977-b38e-92b5a6f187b5.json	415	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	49	50	0	0	0	0	0	0
fsh-generated/resources/Organization-d7056980-a8b2-42aa-8a0e-c1fc85d1f40d.json	448	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	37	0	0	0	0	0	0
fsh-generated/resources/Organization-ef5cb9a6-835f-4d18-a34e-179c578b9a2a.json	570	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	37	0	0	0	0	0	0
fsh-generated/resources/Patient-733cef33-3626-422b-955d-d506aaa65fe1.json	664	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	28	55	0	0	0	0	0	0
fsh-generated/resources/Practitioner-58c811a5-4082-44eb-9d66-ccbb112d4973.json	304	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	37	0	0	0	0	0	0
fsh-generated/resources/Provenance-9c284936-5454-4116-95fc-3c8eeeed2400.json	714	7	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	34	47	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-medcom-messaging-destinationUseExtension.json	1785	8	0	0	0	0	0	51	1	56	0	0	0	0	0	0	0	1	0	0	178	1820	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-medcom-messaging-message.json	2786	8	1	0	0	0	0	100	0	27	0	0	0	0	0	0	0	1	0	0	468	1468	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-medcom-messaging-messageHeader.json	7040	10	0	0	0	0	0	177	0	145	0	0	1	0	0	0	0	3	0	0	921	1895	0	0	0	12	0	4
fsh-generated/resources/StructureDefinition-medcom-messaging-messagedefinition-fhir.json	1456	7	1	0	1	0	0	247	0	59	0	0	0	0	0	0	0	2	0	0	791	1825	0	0	0	12	0	2
fsh-generated/resources/StructureDefinition-medcom-messaging-messagedefinition.json	7188	10	1	0	0	0	0	0	0	62	0	0	0	0	0	0	0	3	0	0	1102	1677	0	0	0	15	0	2
fsh-generated/resources/StructureDefinition-medcom-messaging-organization.json	1341	7	0	0	0	0	0	85	0	33	0	0	0	0	0	0	0	1	0	0	489	1022	0	0	1	7	1	1
fsh-generated/resources/StructureDefinition-medcom-messaging-provenance.json	5582	8	1	0	0	0	0	89	0	27	0	0	0	0	0	0	0	1	0	0	584	876	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-medcom-producer-organization.json	1326	8	0	0	0	0	0	47	0	33	0	0	0	0	0	0	0	1	0	0	499	1146	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-medcom-requesterorganization.json	2761	7	1	0	0	0	0	50	0	41	0	0	0	0	0	0	0	1	0	0	538	1317	0	0	0	17	0	1
