URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-dk-ihe-plr-typecode-VS,1.0.1,active,,PLR_DK_IHE_TypeCode,PLR-DK IHE TypeCode,"PLR-DK: Value set for the typeCode attribute. The typeCode specifies the precise type of document from the user perspective. The granularity of typeCode is finer grained than its superior classCode.",,"Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-HealthcareFacilityTypeCode-VS,1.0.1,active,,MedComIHE_CoreHealthcareFacilityTypeCode,IHE HealthcareFacilityTypeCode,"Value set for healthcare facility type code represents the type of organizational setting of the clinical encounter during which the documented act occurred.",,"Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-PracticeSettingCode-VS,1.0.1,active,,MedComIHE_CorePracticeSettingCode,IHE PracticeSettingCode,"Values used for the document metadata attribute practiceSettingCode, which is an attribute specifying the clinical specialty where the act that resulted in the document was performed (e.g., Family Practice, Laboratory, Radiology). The value set is based on a subset of the code list from the SOR lookup table 'SOR-Kliniske specialer' (https://sor.sum.dsdn.dk/lookupdata/#clinical_speciality, accessable on Sundhedsdatanettet (SDN)), which is based on SNOMED codes. ",,"Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-classcode-VS,1.0.1,active,,MedComIHE_CoreClassCode,IHE ClassCode,"Value set for the classCode attribute. classCode used in DK IHE Document sharing",,"Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-confidentialitycode-VS,1.0.1,active,,MedComIHE_ConfidentialityCode,IHE ConfidentialityCode,"Confidentiality code used in Danish Document sharing.",,"Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-eventcodelist-VS,1.0.1,active,,MedComIHE_CoreEventCodeLists,IHE EventCodeLists,"ValueSet containing EventCodeLists.",,"Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-formatcode-VS,1.0.1,active,,MedComIHE_CoreFormatCode,IHE FormatCode,"ValueSet containing FormatCode.",,"Internal"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-homeCommunityId-VS,1.0.1,active,,MedComIHE_CoreDkHomeCommunityId,IHE HomeCommunityId,"List of operational and in production home communities (XCA) in Danish Document Sharing",,"Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-languagecode-VS,1.0.1,active,,MedComIHE_CoreLanguageCode,IHE LanguageCode,"Tags for the Identification of Languages (RFC 3066)",,"Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-mimetype-VS,1.0.1,active,,MedComIHE_CoreMimeType,IHE MimeType,"Values for the document metadata attribute mimeType",,"Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-typecode-VS,1.0.1,active,,MedComIHE_CoreTypeCode,IHE TypeCode,"ValueSet containing TypeCode.",,"Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-plr-formatcode-VS,1.0.1,active,,MedComIHE_PLR_DK_FormatCode,PLR-DK IHE FormatCode,"PLR-DK: Code system for document format code used in national Document sharing. The value set for format code is based on code system DK_IHE_FormatCode.",,"Other"
